hr,hum,windspeed,temp_c,feels_like_c,casual,registered,fall,spring,summer,winter,date,new,day,year,month,is_holiday,is_workday,weather,target
16,0.25,19,34.3,34.9982,58,216,0,0,1,0,8-2-2011,2011-08-02,Tuesday,is_2011,august,no,yes,clear,274
17,0.27,9,34.3,36.0014,63,493,0,0,1,0,8-2-2011,2011-08-02,Tuesday,is_2011,august,no,yes,mist,556
18,0.34,13,32.42,34.0016,65,491,0,0,1,0,8-2-2011,2011-08-02,Tuesday,is_2011,august,no,yes,mist,556
19,0.36,15,32.42,34.0016,85,369,0,0,1,0,8-2-2011,2011-08-02,Tuesday,is_2011,august,no,yes,mist,454
20,0.46,17,30.54,34.0016,40,248,0,0,1,0,8-2-2011,2011-08-02,Tuesday,is_2011,august,no,yes,mist,288
21,0.52,15,29.6,32.9984,53,201,0,0,1,0,8-2-2011,2011-08-02,Tuesday,is_2011,august,no,yes,clear,254
22,0.59,11,28.66,32.9984,22,169,0,0,1,0,8-2-2011,2011-08-02,Tuesday,is_2011,august,no,yes,mist,191
23,0.49,11,29.6,32.9984,29,103,0,0,1,0,8-2-2011,2011-08-02,Tuesday,is_2011,august,no,yes,mist,132
0,0.49,11,29.6,32.9984,11,32,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,43
1,0.52,11,28.66,30.9986,7,9,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,16
2,0.49,11,28.66,30.9986,2,9,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,11
3,0.55,6,27.72,30.002,0,4,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,4
4,0.52,11,27.72,30.002,0,7,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,7
5,0.55,6,27.72,30.002,2,22,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,24
6,0.66,33,25.84,28.9988,9,101,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,light_snow,110
7,0.51,15,26.78,28.0022,19,252,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,271
8,0.51,11,26.78,28.0022,29,408,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,437
9,0.55,13,26.78,28.9988,23,172,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,195
10,0.58,6,26.78,28.9988,9,59,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,light_snow,68
11,0.58,7,26.78,28.9988,29,93,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,122
12,0.55,9,27.72,30.002,19,142,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,light_snow,161
13,0.58,15,27.72,30.9986,37,107,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,144
14,0.58,15,27.72,30.9986,43,104,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,147
15,0.79,9,24.9,28.0022,31,87,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,118
16,0.79,0,23.96,26.0024,21,129,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,light_snow,150
17,0.79,0,24.9,28.0022,47,378,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,425
18,0.84,0,24.9,28.0022,49,443,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,light_snow,492
19,0.84,0,24.9,28.0022,51,270,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,light_snow,321
20,0.84,7,24.9,28.0022,7,80,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,light_snow,87
21,0.89,9,23.96,26.0024,7,81,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,88
22,0.89,7,23.96,26.0024,11,66,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,light_snow,77
23,0.89,6,23.96,26.0024,4,52,0,0,1,0,8-3-2011,2011-08-03,Wednesday,is_2011,august,no,yes,mist,56
0,0.89,6,23.96,26.0024,2,15,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,mist,17
1,0.94,6,23.02,22.9994,3,14,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,mist,17
2,0.94,6,23.02,22.9994,2,5,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,mist,7
3,0.94,6,23.02,22.9994,0,3,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,light_snow,3
4,0.89,0,23.96,26.0024,0,7,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,mist,7
5,0.89,0,23.96,26.0024,3,17,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,mist,20
6,0.89,20,23.96,26.0024,7,90,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,mist,97
7,0.89,20,23.96,26.0024,11,271,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,mist,282
8,0.82,24,24.9,26.999,29,369,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,mist,398
9,0.74,22,25.84,30.002,25,162,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,clear,187
10,0.71,20,25.84,28.0022,24,89,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,clear,113
11,0.66,15,26.78,30.002,37,112,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,mist,149
12,0.62,15,27.72,30.9986,53,152,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,mist,205
13,0.58,0,27.72,30.9986,63,142,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,clear,205
14,0.55,11,29.6,34.0016,53,114,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,clear,167
15,0.55,17,29.6,34.0016,50,115,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,clear,165
16,0.62,22,27.72,30.9986,70,220,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,clear,290
17,0.62,22,27.72,30.9986,91,464,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,clear,555
18,0.74,20,24.9,28.0022,88,435,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,clear,523
19,0.74,19,24.9,28.0022,65,301,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,clear,366
20,0.74,13,24.9,28.0022,41,245,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,mist,286
21,0.74,13,24.9,28.0022,25,186,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,mist,211
22,0.74,13,23.96,26.0024,33,141,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,clear,174
23,0.74,7,23.02,24.9992,24,108,0,0,1,0,8-4-2011,2011-08-04,Thursday,is_2011,august,no,yes,clear,132
0,0.74,7,23.02,24.9992,13,41,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,54
1,0.78,6,22.08,22.9994,3,16,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,19
2,0.69,0,23.02,24.9992,5,14,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,19
3,0.78,6,22.08,22.9994,0,6,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,6
4,0.78,9,22.08,22.9994,1,6,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,7
5,0.78,6,22.08,22.9994,0,16,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,16
6,0.78,9,22.08,22.9994,7,94,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,101
7,0.78,9,23.02,24.0026,23,247,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,270
8,0.65,15,24.9,26.999,39,415,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,454
9,0.58,7,25.84,28.0022,43,183,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,226
10,0.55,9,26.78,28.9988,50,113,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,163
11,0.52,17,27.72,30.002,44,103,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,mist,147
12,0.52,17,27.72,30.002,57,159,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,216
13,0.52,17,28.66,30.9986,40,164,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,204
14,0.52,17,28.66,30.9986,81,164,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,mist,245
15,0.55,17,27.72,30.002,50,160,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,210
16,0.49,17,29.6,32.9984,76,254,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,330
17,0.49,20,28.66,30.9986,84,466,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,550
18,0.52,17,27.72,30.002,105,361,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,466
19,0.55,17,26.78,28.9988,90,282,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,372
20,0.58,15,25.84,28.0022,70,221,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,291
21,0.65,13,24.9,26.999,54,119,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,173
22,0.65,15,24.9,26.999,51,137,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,188
23,0.69,15,23.96,26.0024,37,102,0,0,1,0,8-5-2011,2011-08-05,Friday,is_2011,august,no,yes,clear,139
0,0.78,13,23.02,24.0026,29,104,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,clear,133
1,0.78,11,23.02,24.0026,17,50,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,clear,67
2,0.78,15,23.02,24.0026,14,39,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,clear,53
3,0.78,11,23.02,24.0026,14,28,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,mist,42
4,0.83,11,23.02,24.0026,5,5,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,mist,10
5,0.89,6,22.08,22.0028,2,4,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,clear,6
6,0.89,7,22.08,22.0028,5,22,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,clear,27
7,0.83,11,23.96,26.0024,14,49,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,clear,63
8,0.83,11,23.96,26.0024,27,94,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,clear,121
9,0.7,15,26.78,30.002,60,155,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,clear,215
10,0.7,19,26.78,30.002,91,199,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,mist,290
11,0.62,15,28.66,32.9984,138,211,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,clear,349
12,0.55,15,29.6,34.0016,130,252,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,clear,382
13,0.59,22,29.6,34.9982,176,265,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,mist,441
14,0.52,17,30.54,34.9982,176,204,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,clear,380
15,0.53,17,31.48,36.998000000000005,130,232,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,mist,362
16,0.79,11,26.78,30.9986,155,188,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,light_snow,343
17,0.79,11,26.78,30.9986,61,88,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,light_snow,149
18,0.79,30,25.84,30.002,81,130,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,mist,211
19,0.84,17,25.84,30.9986,57,114,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,light_snow,171
20,0.79,19,25.84,30.002,58,79,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,light_snow,137
21,0.84,22,24.9,28.0022,28,86,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,mist,114
22,0.84,22,24.9,28.0022,24,96,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,mist,120
23,0.84,19,24.9,28.0022,29,79,0,0,1,0,8-6-2011,2011-08-06,Saturday,is_2011,august,no,no,light_snow,108
0,0.84,19,24.9,28.0022,14,66,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,mist,80
1,0.84,17,24.9,28.0022,10,63,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,mist,73
2,0.84,15,24.9,28.0022,18,48,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,mist,66
3,0.84,9,24.9,28.0022,9,23,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,mist,32
4,0.84,9,24.9,28.0022,1,5,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,6
5,0.89,13,24.9,28.0022,1,4,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,5
6,0.89,11,24.9,28.0022,3,10,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,13
7,0.84,13,24.9,28.0022,11,28,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,39
8,0.79,13,25.84,30.002,23,66,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,89
9,0.75,7,27.72,32.9984,82,102,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,184
10,0.66,9,29.6,36.998000000000005,88,178,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,266
11,0.63,0,30.54,38.9978,113,156,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,269
12,0.42,20,34.3,40.001,161,209,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,370
13,0.42,20,34.3,40.001,118,206,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,324
14,0.47,13,32.42,36.998000000000005,130,192,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,322
15,0.74,20,25.84,30.002,118,208,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,light_snow,326
16,0.74,20,25.84,30.002,74,119,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,light_snow,193
17,0.74,43,26.78,30.9986,63,131,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,light_snow,194
18,0.74,6,25.84,30.002,74,155,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,229
19,0.79,11,25.84,30.002,68,160,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,228
20,0.84,9,25.84,30.9986,50,133,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,183
21,0.84,7,25.84,30.9986,36,100,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,136
22,0.89,13,24.9,28.0022,21,82,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,103
23,0.79,7,24.9,28.0022,12,43,0,0,1,0,8-7-2011,2011-08-07,Sunday,is_2011,august,no,no,clear,55
0,0.79,7,24.9,28.0022,13,17,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,30
1,0.83,9,23.96,26.0024,4,8,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,12
2,0.89,0,23.02,22.9994,4,3,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,7
3,0.89,0,23.02,22.9994,1,0,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,1
4,0.89,7,23.02,22.9994,2,8,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,10
5,0.79,6,24.9,28.0022,1,14,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,15
6,0.65,19,24.9,26.999,8,87,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,95
7,0.62,20,25.84,28.9988,18,249,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,267
8,0.58,22,26.78,28.9988,29,320,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,349
9,0.55,26,27.72,30.002,37,146,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,183
10,0.52,26,29.6,32.9984,62,62,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,124
11,0.48,24,30.54,32.9984,90,89,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,179
12,0.46,17,30.54,34.0016,48,134,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,182
13,0.44,20,31.48,34.0016,43,108,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,151
14,0.43,20,30.54,32.9984,41,109,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,150
15,0.41,20,31.48,34.0016,40,86,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,126
16,0.39,19,32.42,34.9982,64,218,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,282
17,0.39,11,32.42,34.9982,67,460,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,527
18,0.41,9,31.48,34.0016,64,465,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,529
19,0.43,7,30.54,32.9984,64,352,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,416
20,0.55,0,29.6,34.0016,71,215,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,286
21,0.58,6,27.72,30.9986,30,156,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,186
22,0.58,7,27.72,30.9986,26,121,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,147
23,0.66,7,26.78,30.002,19,53,0,0,1,0,8-8-2011,2011-08-08,Monday,is_2011,august,no,yes,clear,72
0,0.79,9,25.84,30.002,10,25,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,35
1,0.66,0,25.84,28.9988,5,9,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,14
2,0.7,0,25.84,28.9988,9,3,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,12
3,0.62,0,25.84,28.9988,0,3,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,3
4,0.74,0,24.9,28.0022,1,6,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,7
5,0.65,6,24.9,26.999,5,25,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,30
6,0.64,0,25.84,28.0022,6,95,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,101
7,0.74,7,25.84,30.002,30,313,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,343
8,0.66,0,26.78,30.002,40,352,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,392
9,0.62,9,28.66,32.9984,34,141,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,mist,175
10,0.59,15,29.6,34.9982,55,89,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,mist,144
11,0.59,15,29.6,34.9982,61,88,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,149
12,0.56,13,30.54,36.0014,60,125,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,185
13,0.49,11,31.48,36.0014,48,127,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,175
14,0.44,19,32.42,36.0014,53,95,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,148
15,0.39,19,32.42,34.9982,58,106,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,164
16,0.39,20,32.42,34.9982,57,228,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,285
17,0.55,11,29.6,34.0016,79,453,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,532
18,0.55,13,29.6,34.0016,97,488,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,585
19,0.49,7,29.6,32.9984,69,302,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,371
20,0.43,13,29.6,32.0018,34,258,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,292
21,0.46,17,28.66,30.002,46,184,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,230
22,0.46,20,28.66,30.002,28,127,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,155
23,0.48,19,27.72,28.9988,22,53,0,0,1,0,8-9-2011,2011-08-09,Tuesday,is_2011,august,no,yes,clear,75
0,0.51,15,26.78,28.0022,19,18,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,37
1,0.54,13,25.84,28.0022,7,10,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,17
2,0.54,11,25.84,28.0022,1,10,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,11
3,0.58,11,24.9,26.999,1,3,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,4
4,0.54,9,24.9,26.999,1,4,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,5
5,0.61,6,23.96,26.0024,2,30,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,32
6,0.61,0,23.96,26.0024,9,110,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,119
7,0.58,6,24.9,26.999,16,289,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,305
8,0.51,13,26.78,28.0022,38,361,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,399
9,0.48,15,27.72,28.9988,32,148,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,180
10,0.43,15,29.6,32.0018,41,72,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,113
11,0.41,26,29.6,30.9986,54,95,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,149
12,0.38,20,30.54,32.0018,74,166,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,240
13,0.38,19,30.54,32.0018,41,150,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,191
14,0.34,22,31.48,32.0018,62,116,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,178
15,0.3,22,32.42,32.9984,53,141,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,194
16,0.26,20,32.42,32.9984,76,206,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,282
17,0.26,20,31.48,30.9986,71,513,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,584
18,0.28,20,30.54,30.9986,70,489,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,559
19,0.26,17,29.6,30.002,79,334,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,413
20,0.31,9,27.72,28.0022,59,253,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,312
21,0.33,7,27.72,28.0022,47,162,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,209
22,0.37,0,26.78,26.999,17,122,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,139
23,0.37,6,26.78,26.999,14,94,0,0,1,0,8-10-2011,2011-08-10,Wednesday,is_2011,august,no,yes,clear,108
0,0.45,7,24.9,26.0024,6,40,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,46
1,0.45,9,24.9,26.0024,9,17,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,26
2,0.54,9,23.02,24.9992,3,8,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,11
3,0.57,9,22.08,24.9992,2,7,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,9
4,0.57,11,22.08,24.9992,1,4,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,5
5,0.61,13,22.08,24.9992,2,23,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,25
6,0.65,11,21.14,24.0026,5,101,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,106
7,0.54,9,23.02,24.9992,15,292,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,307
8,0.45,11,24.9,26.0024,29,361,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,390
9,0.39,15,25.84,26.999,31,166,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,197
10,0.37,17,26.78,26.999,36,96,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,132
11,0.35,17,27.72,28.0022,59,128,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,187
12,0.31,17,28.66,28.9988,50,164,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,214
13,0.31,15,27.72,28.0022,51,166,0,0,1,0,8-11-2011,2011-08-11,Thursday,is_2011,august,no,yes,clear,217
